order_id,customer_id,product_name,quantity,unit_price,order_date,status,country,customer_email,payment_method,shipping_cost,order_total
ORD000339,CUST00109,Tablet,1,1227.66,2026-03-26 15:03:23.515346,Shipped,Germany,cust339@example.com,Credit Card,41.57,1269.23
ORD000231,CUST00183,Mouse,3,1282.31,2026-04-14 15:03:23.515298,Delivered,France,cust231@example.com,PayPal,23.09,3870.02
ORD000065,CUST00172,Mouse,6,1026.53,2026-04-09 15:03:23.515309,Pending,France,cust65@example.com,PayPal,5.16,6164.34
ORD000426,CUST00066,USB Cable,8,147.83,2026-03-17 15:03:23.515366,Delivered,USA,cust426@example.com,PayPal,41.33,1223.97
ORD000393,CUST00151,Phone,-1,623.26,2026-03-08 15:03:23.515385,Shipped,France,cust393@example.com,Bank Transfer,23.16,646.42
ORD000416,CUST00173,Laptop,2,619.49,2026-03-02 15:03:23.515396,Processing,France,cust416@example.com,PayPal,10.05,1249.03
ORD000020,CUST00002,Headphones,9,197.66,2026-02-18 15:03:23.515424,Shipped,USA,,Bitcoin,40.44,1819.38
ORD000294,CUST00054,Headphones,3,49.81,2026-03-19 15:03:23.515362,Pending,Netherlands,cust294@example.com,Credit Card,35.73,185.16
ORD000198,CUST00118,Headphones,8,50.83,2026-03-05 15:03:23.515390,Processing,Netherlands,cust198@example.com,PayPal,25.82,432.46
ORD000242,CUST00144,Laptop,4,390.91,2026-03-07 15:03:23.515386,Shipped,Netherlands,cust242@example.com,Bitcoin,43.15,1606.7900000000002
ORD000299,CUST00075,USB Cable,7,1455.02,2026-03-18 15:03:23.515364,Shipped,Germany,cust299@example.com,Bitcoin,23.25,10208.39
ORD000381,CUST00018,Screen,3,530.68,2026-04-24 15:03:23.515276,Pending,Germany,cust381@example.com,Credit Card,6.68,1598.72
ORD000421,CUST00142,USB Cable,1,1171.89,2026-04-04 15:03:23.515320,Delivered,Netherlands,cust421@example.com,PayPal,4.72,1176.6100000000001
ORD000076,CUST00054,Headphones,3,1022.35,2026-05-01 15:03:23.515258,Delivered,Netherlands,cust76@example.com,PayPal,37.01,3104.0600000000004
ORD000344,CUST00027,Screen,8,552.86,2026-02-21 15:03:23.515417,Pending,France,cust344@example.com,Bank Transfer,5.18,4428.06
ORD000393,CUST00151,Phone,1,623.26,2026-03-08 15:03:23.515385,Shipped,France,cust393@example.com,Bank Transfer,23.16,646.42
ORD000391,CUST00175,Keyboard,9,1075.65,2026-04-30 15:03:23.515261,Shipped,Netherlands,cust391@example.com,Bitcoin,26.44,9707.29
ORD000149,CUST00096,Keyboard,7,598.4,2026-03-03 15:03:23.515394,Cancelled,France,cust149@example.com,Credit Card,10.77,4199.570000000001
ORD000029,CUST00058,Screen,1,927.31,2026-04-28 15:03:23.515267,Cancelled,Germany,cust29@example.com,Credit Card,42.53,969.8399999999999
ORD000107,CUST00129,Case,5,1381.67,2026-02-10 15:03:23.515443,Pending,Germany,cust107@example.com,Credit Card,38.62,6946.97
ORD000274,CUST00007,Monitor,6,1405.23,2026-04-02 15:03:23.515330,Cancelled,Germany,cust274@example.com,Credit Card,1.11,8432.490000000002
ORD000052,CUST00132,Tablet,7,933.27,2026-04-20 15:03:23.515285,Pending,France,cust52@example.com,Bank Transfer,39.24,6572.129999999999
ORD000049,CUST00073,Keyboard,4,105.69,2026-02-13 15:03:23.515437,Delivered,Netherlands,cust49@example.com,Bank Transfer,10.27,433.03
ORD000068,CUST00035,Phone,8,1495.7,2026-03-11 15:03:23.515379,Cancelled,Belgium,cust68@example.com,Credit Card,27.77,11993.37
ORD000193,CUST00165,Case,9,1462.32,2026-03-05 15:03:23.515390,Processing,Germany,cust193@example.com,Credit Card,35.65,13196.529999999999
ORD000277,CUST00112,Tablet,6,681.04,2026-04-19 15:03:23.515287,Pending,USA,cust277@example.com,Bitcoin,24.79,4111.03
ORD000319,CUST00068,Tablet,2,593.83,2026-02-14 15:03:23.515435,Cancelled,UK,cust319@example.com,Bank Transfer,42.4,1230.0600000000002
ORD000040,CUST00190,Laptop,3,516.1,2026-02-11 15:03:23.515441,Pending,UK,cust40@example.com,Credit Card,21.53,1569.8300000000002
ORD000364,CUST00006,Case,5,601.24,2026-03-11 15:03:23.515379,Delivered,USA,cust364@example.com,PayPal,38.72,3044.9199999999996
ORD000250,CUST00187,Case,3,114.88,2026-04-26 15:03:23.515271,Shipped,UK,cust250@example.com,PayPal,44.08,388.71999999999997
ORD000233,CUST00123,Tablet,7,374.61,2026-03-07 15:03:23.515386,Delivered,Belgium,cust233@example.com,Bank Transfer,0.66,2622.93
ORD000071,CUST00050,Headphones,8,249.62,2026-04-20 15:03:23.515285,Processing,Netherlands,cust71@example.com,Bitcoin,10.22,2007.18
ORD000277,CUST00112,Tablet,6,681.04,2026-04-19 15:03:23.515287,Pending,USA,cust277@example.com,Bitcoin,24.79,4111.03
ORD000369,CUST00093,Monitor,2,1220.41,2026-03-31 15:03:23.515335,Pending,Netherlands,cust369@example.com,Bitcoin,,2461.57
ORD000058,CUST00053,Phone,7,199.48,2026-05-02 15:03:23.515252,Processing,France,cust58@example.com,Bitcoin,49.52,1445.8799999999999
ORD000311,CUST00110,Tablet,4,1304.01,2026-02-04 15:03:23.515456,Pending,USA,cust311@example.com,PayPal,32.39,5248.43
ORD000432,CUST00186,Headphones,8,1294.88,2026-03-18 15:03:23.515364,Pending,France,cust432@example.com,Bitcoin,23.29,10382.330000000002
ORD000243,CUST00097,Headphones,6,986.82,2026-04-29 15:03:23.515263,Shipped,Netherlands,cust243@example.com,Credit Card,26.59,5947.51
ORD000334,CUST00115,USB Cable,3,1003.05,2026-03-02 15:03:23.515396,Delivered,UK,cust334@example.com,PayPal,18.47,3027.6199999999994
ORD000146,CUST00124,Headphones,2,529.19,2026-04-29 15:03:23.515263,Delivered,UK,cust146@example.com,Bitcoin,45.56,1103.94
ORD000313,CUST00194,Screen,3,50.43,2026-04-05 15:03:23.515318,Pending,Netherlands,cust313@example.com,PayPal,14.04,165.32999999999998
ORD000431,CUST00153,USB Cable,7,1106.63,2026-03-02 15:03:23.515396,Shipped,Netherlands,cust431@example.com,Bitcoin,0.29,7746.700000000001
ORD000170,CUST00028,Monitor,3,1342.75,2026-04-23 15:03:23.515278,Cancelled,France,cust170@example.com,Credit Card,45.76,4074.01
ORD000487,CUST00122,Tablet,6,149.53,2026-03-08 15:03:23.515385,Processing,Netherlands,cust487@example.com,Credit Card,40.51,937.69
ORD000039,CUST00175,Mouse,8,1444.67,2026-03-27 15:03:23.515344,Shipped,Germany,cust39@example.com,Bank Transfer,46.75,11604.11
ORD000443,CUST00070,Tablet,3,1481.74,2026-02-23 15:03:23.515413,Shipped,Belgium,cust443@example.com,Bank Transfer,0.79,4446.01
ORD000229,CUST00160,Headphones,4,1457.24,2026-04-17 15:03:23.515291,Cancelled,Belgium,cust229@example.com,Bitcoin,44.22,5873.18
ORD000454,CUST00196,Tablet,7,869.69,2026-05-01 15:03:23.515258,Processing,Germany,cust454@example.com,Bank Transfer,19.53,6107.36
ORD000205,CUST00052,Tablet,8,522.17,2026-02-07 15:03:23.515450,Pending,Belgium,cust205@example.com,Bank Transfer,40.29,4217.65
ORD000182,CUST00121,Headphones,7,332.72,2026-03-27 15:03:23.515344,Delivered,Germany,cust182@example.com,Credit Card,20.97,2350.0099999999998
ORD000488,CUST00001,Mouse,8,678.3,2026-04-03 15:03:23.515322,Shipped,France,cust488@example.com,Bank Transfer,20.69,5447.089999999999
ORD000386,CUST00104,Phone,7,464.4,2026-03-11 15:03:23.515379,Cancelled,USA,cust386@example.com,PayPal,,3278.2699999999995
ORD000469,CUST00158,Laptop,9,1320.72,2026-04-13 15:03:23.515300,Cancelled,Belgium,cust469@example.com,Credit Card,24.71,11911.189999999999
ORD000293,CUST00152,Phone,4,213.78,2026-03-14 15:03:23.515372,Cancelled,France,cust293@example.com,Credit Card,11.1,866.22
ORD000303,CUST00104,Mouse,2,1302.87,2026-04-13 15:03:23.515300,Cancelled,UK,cust303@example.com,Credit Card,14.28,2620.02
ORD000316,CUST00189,Headphones,1,1016.39,2026-05-02 15:03:23.515252,Pending,Belgium,cust316@example.com,Bitcoin,23.96,1040.35
ORD000331,CUST00033,Case,3,1318.38,2026-03-04 15:03:23.515392,Cancelled,Germany,cust331@example.com,Credit Card,30.42,3985.5600000000004
ORD000114,CUST00163,Headphones,7,648.31,2026-04-03 15:03:23.515322,Shipped,Netherlands,cust114@example.com,Credit Card,27.1,4565.27
ORD000435,CUST00125,Phone,9,40.34,2026-03-20 15:03:23.515359,Pending,Belgium,cust435@example.com,Bank Transfer,15.91,378.9700000000001
ORD000314,CUST00054,Keyboard,3,1396.77,2026-04-21 15:03:23.515282,Delivered,UK,,Credit Card,10.4,4200.709999999999
ORD000208,CUST00130,Headphones,8,64.96,2026-02-14 15:03:23.515435,Shipped,UK,cust208@example.com,Bank Transfer,22.17,541.8499999999999
ORD000062,CUST00111,Screen,2,488.8,2026-04-14 15:03:23.515298,Pending,Netherlands,cust62@example.com,Bank Transfer,0.57,978.1700000000001
ORD000455,CUST00006,USB Cable,1,414.87,2026-02-16 15:03:23.515428,Pending,USA,cust455@example.com,PayPal,3.47,418.34000000000003
ORD000188,CUST00103,Headphones,7,749.8,2026-04-17 15:03:23.515291,Delivered,UK,cust188@example.com,Bitcoin,20.38,5268.98
ORD000228,CUST00198,Keyboard,5,360.13,2026-04-10 15:03:23.515306,Pending,UK,cust228@example.com,Bitcoin,39.72,1840.3700000000001
ORD000396,CUST00155,Phone,3,1023.27,2026-04-17 15:03:23.515291,Pending,USA,cust396@example.com,PayPal,41.19,3111.0
ORD000465,CUST00013,USB Cable,3,106.08,2026-03-01 15:03:23.515398,Pending,France,cust465@example.com,PayPal,30.93,349.17
ORD000161,CUST00187,USB Cable,7,82.7,2026-02-03 15:03:23.515459,Shipped,UK,cust161@example.com,Bitcoin,12.67,591.5699999999999
ORD000032,CUST00049,Screen,9,393.41,2026-03-22 15:03:23.515355,Processing,UK,cust32@example.com,Bitcoin,12.38,3553.07
ORD000500,CUST00191,Headphones,8,1263.84,2026-03-10 15:03:23.515381,Delivered,Germany,cust500@example.com,Bitcoin,34.29,10145.01
ORD000171,CUST00028,Tablet,2,823.65,2026-03-02 15:03:23.515396,Delivered,Netherlands,cust171@example.com,Bank Transfer,42.99,1690.29
ORD000310,CUST00128,Laptop,1,928.68,2026-04-12 15:03:23.515302,Cancelled,USA,cust310@example.com,Bank Transfer,20.49,949.17
ORD000125,CUST00048,Headphones,3,591.78,2026-04-27 15:03:23.515269,Processing,UK,cust125@example.com,Bitcoin,44.5,1819.84
ORD000260,CUST00161,Keyboard,4,255.59,2026-02-15 15:03:23.515432,Processing,Germany,cust260@example.com,Bank Transfer,16.78,1039.14
ORD000290,CUST00048,Headphones,1,775.82,2026-02-08 15:03:23.515448,Delivered,UK,cust290@example.com,Bank Transfer,33.66,809.48
ORD000445,CUST00054,Monitor,9,1044.24,2026-02-15 15:03:23.515432,Pending,Germany,cust445@example.com,Credit Card,45.83,9443.99
ORD000399,CUST00104,Phone,2,1065.02,2026-04-20 15:03:23.515285,Delivered,Belgium,cust399@example.com,Bank Transfer,,2171.12
ORD000326,CUST00136,Mouse,9,613.33,2026-03-21 15:03:23.515357,Cancelled,France,cust326@example.com,Bitcoin,47.13,5567.1
ORD000018,CUST00150,Monitor,3,48.72,2026-02-20 15:03:23.515419,Processing,France,cust18@example.com,Credit Card,11.34,157.5
ORD000097,CUST00124,Keyboard,1,1452.45,2026-03-02 15:03:23.515396,Pending,France,cust97@example.com,PayPal,26.29,1478.74
ORD000251,CUST00164,Keyboard,1,258.79,2026-04-09 15:03:23.515309,Shipped,France,cust251@example.com,Credit Card,6.07,264.86
ORD000373,CUST00099,Keyboard,7,297.69,2026-04-18 15:03:23.515289,Pending,France,cust373@example.com,Bitcoin,9.27,2093.1
ORD000162,CUST00086,Phone,3,814.24,2026-02-08 15:03:23.515448,Pending,USA,cust162@example.com,Credit Card,49.38,2492.1000000000004
ORD000377,CUST00160,Screen,1,369.01,2026-03-07 15:03:23.515386,Pending,Netherlands,cust377@example.com,Bank Transfer,36.22,405.23
ORD000476,CUST00058,Monitor,3,994.45,2026-03-26 15:03:23.515346,Cancelled,Netherlands,cust476@example.com,Bank Transfer,,3001.4700000000003
ORD000265,CUST00104,Headphones,2,1267.03,2026-04-13 15:03:23.515300,Cancelled,Netherlands,cust265@example.com,Credit Card,37.69,2571.75
ORD000185,CUST00121,Headphones,2,277.27,2026-03-23 15:03:23.515353,Cancelled,Netherlands,cust185@example.com,Bitcoin,29.94,584.48
ORD000480,CUST00062,Mouse,2,94.91,2026-03-08 15:03:23.515385,Processing,USA,cust480@example.com,Bitcoin,31.58,221.39999999999998
ORD000201,CUST00180,Keyboard,5,1303.07,2026-02-18 15:03:23.515424,Processing,USA,cust201@example.com,Bitcoin,37.34,6552.69
ORD000351,CUST00197,USB Cable,6,344.77,2026-02-04 15:03:23.515456,Processing,USA,cust351@example.com,Credit Card,33.87,2102.49
ORD000105,CUST00009,Laptop,100,201.21,2026-04-03 15:03:23.515322,Shipped,Netherlands,cust105@example.com,Bitcoin,46.95,248.16000000000003
ORD000016,CUST00152,Headphones,5,1321.9,2026-02-08 15:03:23.515448,Cancelled,UK,cust16@example.com,Credit Card,35.72,6645.22
ORD000148,CUST00063,USB Cable,1,122.47,2026-05-02 15:03:23.515252,Pending,France,cust148@example.com,Bank Transfer,21.24,143.71
ORD000069,CUST00081,Monitor,0,642.14,2026-04-01 15:03:23.515333,Processing,France,cust69@example.com,PayPal,9.49,2578.0499999999997
ORD000081,CUST00146,Case,8,651.34,2026-04-26 15:03:23.515271,Shipped,Germany,cust81@example.com,PayPal,29.77,5240.490000000001
ORD000300,CUST00113,Mouse,8,145.38,2026-04-16 15:03:23.515293,Processing,UK,cust300@example.com,Bank Transfer,43.71,1206.75
ORD000132,CUST00035,Phone,2,64.23,2026-03-13 15:03:23.515374,Shipped,Belgium,cust132@example.com,Credit Card,49.81,178.27
ORD000471,CUST00145,Laptop,4,801.77,2026-03-01 15:03:23.515398,Processing,UK,cust471@example.com,PayPal,23.06,3230.14
ORD000404,CUST00039,Monitor,5,727.9,2026-03-10 15:03:23.515381,Cancelled,Netherlands,cust404@example.com,Bitcoin,37.39,3676.89
ORD000113,CUST00163,Screen,6,1029.92,2026-03-15 15:03:23.515370,Shipped,Germany,cust113@example.com,Bank Transfer,46.81,6226.330000000001
ORD000128,CUST00037,Phone,6,441.04,2026-04-30 15:03:23.515261,Delivered,Netherlands,cust128@example.com,Bitcoin,43.07,2689.3100000000004
ORD000468,CUST00106,Monitor,8,812.32,2026-03-16 15:03:23.515368,Delivered,Germany,cust468@example.com,Credit Card,22.15,6520.71
ORD000272,CUST00042,Laptop,5,90.34,2026-04-18 15:03:23.515289,Delivered,Netherlands,cust272@example.com,Credit Card,27.33,479.03000000000003
ORD000291,CUST00131,Case,3,735.83,2026-03-21 15:03:23.515357,Processing,France,cust291@example.com,PayPal,20.41,2227.9
ORD000022,CUST00158,Screen,2,1116.54,2026-03-13 15:03:23.515374,Shipped,USA,cust22@example.com,PayPal,31.25,2264.33
ORD000245,CUST00187,Case,1,1161.34,2026-04-26 15:03:23.515271,Shipped,Germany,cust245@example.com,Credit Card,14.84,1176.1799999999998
ORD000085,CUST00014,Keyboard,7,599.4,2026-02-14 15:03:23.515435,Processing,Germany,cust85@example.com,PayPal,21.52,4217.320000000001
ORD000093,CUST00053,Laptop,5,979.24,2026-02-15 15:03:23.515432,Pending,Germany,cust93@example.com,PayPal,28.18,4924.38
ORD000094,CUST00024,Phone,8,555.95,2026-04-14 15:03:23.515298,Processing,France,cust94@example.com,PayPal,22.53,4470.13
ORD000056,CUST00009,Mouse,1,1453.47,2026-03-30 15:03:23.515337,Processing,France,cust56@example.com,Bitcoin,39.26,1492.73
ORD000178,CUST00128,Case,4,95.23,2026-03-13 15:03:23.515374,Delivered,USA,cust178@example.com,PayPal,24.97,405.89
ORD000349,CUST00111,Mouse,-1,360.13,2026-04-30 15:03:23.515261,Cancelled,UK,cust349@example.com,Credit Card,26.05,2546.96
ORD000014,CUST00100,Screen,3,1130.31,2026-04-11 15:03:23.515304,Shipped,Belgium,cust14@example.com,PayPal,,3396.85
ORD000038,CUST00190,Phone,8,814.19,2026-03-23 15:03:23.515353,Shipped,UK,cust38@example.com,PayPal,20.58,6534.1
ORD000456,CUST00109,Keyboard,9,123.73,2026-02-23 15:03:23.515413,Pending,France,cust456@example.com,Credit Card,31.92,1145.49
ORD000455,CUST00006,USB Cable,1,414.87,2026-02-16 15:03:23.515428,Pending,USA,cust455@example.com,PayPal,3.47,418.34000000000003
ORD000459,CUST00047,Tablet,1,291.84,2026-04-15 15:03:23.515296,Shipped,UK,cust459@example.com,PayPal,6.92,298.76
ORD000098,CUST00041,Case,9,282.36,2026-04-28 15:03:23.515267,Processing,Netherlands,cust98@example.com,Credit Card,12.48,2553.7200000000003
ORD000482,CUST00127,Screen,8,1436.65,2026-03-24 15:03:23.515350,Shipped,France,cust482@example.com,Bank Transfer,32.21,11525.41
ORD000323,CUST00048,Monitor,8,1499.12,2026-02-14 15:03:23.515435,Shipped,France,cust323@example.com,Bank Transfer,25.67,12018.63
ORD000414,CUST00057,Tablet,3,322.01,2026-04-15 15:03:23.515296,Pending,France,cust414@example.com,Bank Transfer,39.19,1005.22
ORD000362,CUST00046,Screen,6,515.17,2026-02-03 15:03:23.515459,Shipped,France,cust362@example.com,Bank Transfer,30.27,3121.2899999999995
ORD000269,CUST00178,Laptop,6,312.73,2026-04-21 15:03:23.515282,Pending,USA,cust269@example.com,Bitcoin,37.68,1914.0600000000002
ORD000241,CUST00139,Mouse,3,1454.27,2026-03-14 15:03:23.515372,Pending,UK,cust241@example.com,Credit Card,37.03,4399.839999999999
ORD000446,CUST00188,Tablet,9,609.46,2026-02-18 15:03:23.515424,Delivered,USA,cust446@example.com,Credit Card,35.31,5520.450000000001
ORD000442,CUST00170,Keyboard,5,747.67,2026-04-19 15:03:23.515287,Processing,France,cust442@example.com,Credit Card,15.61,3753.96
ORD000392,CUST00086,Case,2,412.57,2026-03-05 15:03:23.515390,Shipped,Netherlands,cust392@example.com,Bank Transfer,41.3,866.4399999999999
ORD000047,CUST00135,Keyboard,3,454.94,2026-04-28 15:03:23.515267,Processing,Netherlands,cust47@example.com,Bitcoin,33.88,1398.7
ORD000190,CUST00155,Keyboard,7,1080.21,2026-03-24 15:03:23.515350,Processing,Netherlands,cust190@example.com,PayPal,1.42,7562.89
ORD000355,CUST00004,Headphones,2,931.14,2026-04-07 15:03:23.515313,Processing,UK,cust355@example.com,Bitcoin,35.66,1897.94
ORD000264,CUST00082,Headphones,6,714.57,2026-04-24 15:03:23.515276,Delivered,Belgium,cust264@example.com,PayPal,20.74,4308.16
ORD000247,CUST00093,Laptop,7,1454.88,2026-04-24 15:03:23.515276,Delivered,UK,cust247@example.com,PayPal,17.26,10201.42
ORD000292,CUST00148,Laptop,5,1001.96,2026-04-02 15:03:23.515330,Pending,Belgium,cust292@example.com,Bitcoin,44.28,5054.08
ORD000333,CUST00187,Phone,5,493.91,2026-05-01 15:03:23.515258,Delivered,Germany,cust333@example.com,Bitcoin,18.72,2488.27
ORD000271,CUST00159,Case,1,408.28,2026-04-02 15:03:23.515330,Shipped,Netherlands,cust271@example.com,Credit Card,16.38,424.65999999999997
ORD000027,CUST00021,Mouse,3,14.55,2026-02-11 15:03:23.515441,Delivered,Germany,cust27@example.com,PayPal,15.64,59.290000000000006
ORD000463,CUST00052,USB Cable,1,108.79,2026-04-08 15:03:23.515311,Cancelled,France,,Credit Card,18.96,127.75
ORD000079,CUST00054,Screen,5,1426.54,2026-04-09 15:03:23.515309,Processing,Germany,cust79@example.com,PayPal,34.49,7167.19
ORD000483,CUST00137,Headphones,9,267.08,2026-03-11 15:03:23.515379,Delivered,USA,cust483@example.com,Credit Card,48.71,2452.43
ORD000050,CUST00167,Laptop,1,875.34,2026-04-27 15:03:23.515269,Processing,Netherlands,cust50@example.com,Bitcoin,19.07,894.4100000000001
ORD000091,CUST00082,Phone,4,323.59,2026-04-21 15:03:23.515282,Shipped,Netherlands,cust91@example.com,PayPal,35.19,1329.55
ORD000342,CUST00008,Keyboard,7,13.61,2026-03-07 15:03:23.515386,Processing,USA,cust342@example.com,Bitcoin,31.6,126.87
ORD000024,CUST00130,USB Cable,8,1227.86,2026-04-11 15:03:23.515304,Cancelled,UK,cust24@example.com,Bank Transfer,,9863.699999999999
ORD000420,CUST00144,Headphones,9,359.12,2026-02-17 15:03:23.515426,Pending,France,cust420@example.com,Bank Transfer,33.34,3265.42
ORD000480,CUST00062,Mouse,2,94.91,2026-03-08 15:03:23.515385,Processing,USA,cust480@example.com,Bitcoin,31.58,221.39999999999998
ORD000317,CUST00169,Monitor,2,327.43,2026-04-05 15:03:23.515318,Processing,Belgium,cust317@example.com,PayPal,9.09,663.95
ORD000253,CUST00090,Headphones,8,508.82,2026-02-27 15:03:23.515404,Pending,France,cust253@example.com,PayPal,29.11,4099.67
ORD000437,CUST00058,Tablet,4,912.61,2026-04-17 15:03:23.515291,Processing,Netherlands,cust437@example.com,Credit Card,44.59,3695.03
ORD000116,CUST00123,Keyboard,8,739.93,2026-02-14 15:03:23.515435,Processing,France,cust116@example.com,Bank Transfer,11.02,5930.46
ORD000460,CUST00099,Screen,3,488.44,2026-03-23 15:03:23.515353,Pending,Belgium,cust460@example.com,Bank Transfer,28.94,1494.26
ORD000175,CUST00030,Keyboard,2,791.97,2026-04-08 15:03:23.515311,Processing,Netherlands,cust175@example.com,Bitcoin,43.69,1627.63
ORD000003,CUST00093,Phone,8,404.21,2026-02-23 15:03:23.515413,Processing,UK,cust3@example.com,Credit Card,30.8,3264.48
ORD000378,CUST00161,Phone,8,1390.92,2026-04-30 15:03:23.515261,Processing,Belgium,,Bank Transfer,37.29,11164.650000000001
ORD000048,CUST00021,Headphones,8,1063.72,2026-02-26 15:03:23.515406,Cancelled,UK,cust48@example.com,Bank Transfer,3.61,8513.37
ORD000227,CUST00160,Mouse,1,273.63,2026-04-10 15:03:23.515306,Shipped,USA,cust227@example.com,Bank Transfer,26.08,299.71
ORD000472,CUST00120,Laptop,5,489.88,2026-04-29 15:03:23.515263,Delivered,Germany,cust472@example.com,PayPal,47.0,2496.4
ORD000187,CUST00003,Headphones,7,989.77,2026-03-01 15:03:23.515398,Shipped,Netherlands,cust187@example.com,Bitcoin,29.51,6957.9
ORD000165,CUST00170,Keyboard,1,1072.56,2026-03-20 15:03:23.515359,Delivered,Belgium,cust165@example.com,PayPal,21.37,1093.9299999999998
ORD000063,CUST00188,Screen,5,735.52,2026-02-11 15:03:23.515441,Processing,Germany,cust63@example.com,Bank Transfer,22.51,3700.11
ORD000178,CUST00128,Case,4,95.23,2026-03-13 15:03:23.515374,Delivered,USA,cust178@example.com,PayPal,24.97,405.89
ORD000459,CUST00047,Tablet,1,291.84,2026-04-15 15:03:23.515296,Shipped,UK,cust459@example.com,PayPal,6.92,298.76
ORD000401,CUST00137,Screen,7,853.13,2026-02-05 15:03:23.515454,Cancelled,USA,cust401@example.com,Bitcoin,49.17,6021.08
ORD000123,CUST00162,Case,5,22.37,2026-04-06 15:03:23.515316,Pending,Germany,cust123@example.com,Bitcoin,37.14,148.99
ORD000041,CUST00051,Monitor,7,950.77,2026-03-20 15:03:23.515359,Cancelled,Belgium,cust41@example.com,Bank Transfer,43.9,6699.289999999999
ORD000087,CUST00048,Mouse,2,1476.05,2026-03-20 15:03:23.515359,Delivered,USA,cust87@example.com,PayPal,22.9,2975.0
ORD000172,CUST00108,Case,2,1226.86,2026-04-13 15:03:23.515300,Cancelled,Germany,cust172@example.com,Bank Transfer,1.75,2455.47
ORD000230,CUST00068,Case,2,275.56,2026-04-29 15:03:23.515263,Cancelled,Belgium,cust230@example.com,Credit Card,17.24,568.36
ORD000219,CUST00054,USB Cable,1,1368.98,2026-02-06 15:03:23.515452,Delivered,Netherlands,cust219@example.com,PayPal,18.68,1387.66
ORD000001,CUST00103,Headphones,2,1018.63,2026-04-13 15:03:23.515300,Delivered,Germany,cust1@example.com,Credit Card,6.22,2043.48
ORD000283,CUST00140,Mouse,9,1480.01,2026-04-09 15:03:23.515309,Shipped,UK,cust283@example.com,Bank Transfer,38.24,13358.33
ORD000417,CUST00020,Keyboard,4,1260.59,2026-02-10 15:03:23.515443,Processing,Belgium,cust417@example.com,Bitcoin,,5068.07
ORD000104,CUST00071,Keyboard,7,941.2,2026-02-10 15:03:23.515443,Delivered,Germany,cust104@example.com,Credit Card,10.65,6599.05
ORD000237,CUST00069,Tablet,6,542.05,2026-04-19 15:03:23.515287,Delivered,Belgium,cust237@example.com,PayPal,36.1,3288.3999999999996
ORD000493,CUST00048,Laptop,5,1391.13,2026-02-08 15:03:23.515448,Processing,Germany,cust493@example.com,Bitcoin,47.44,7003.09
ORD000440,CUST00049,Phone,4,589.4,2026-04-14 15:03:23.515298,Cancelled,Belgium,cust440@example.com,Credit Card,0.68,2358.2799999999997
ORD000196,CUST00152,Laptop,8,1021.94,2026-04-24 15:03:23.515276,Shipped,UK,cust196@example.com,Bitcoin,46.2,8221.720000000001
ORD000492,CUST00118,Case,5,1194.2,2026-03-29 15:03:23.515339,Pending,USA,cust492@example.com,Bitcoin,22.65,5993.65
ORD000200,CUST00096,USB Cable,9,696.62,2026-04-06 15:03:23.515316,Shipped,UK,cust200@example.com,Bitcoin,47.13,6316.71
ORD000419,CUST00008,Case,5,533.36,2026-04-10 15:03:23.515306,Delivered,USA,cust419@example.com,PayPal,21.82,2688.6200000000003
ORD000484,CUST00140,Phone,5,1036.56,2026-03-19 15:03:23.515362,Delivered,Belgium,cust484@example.com,Bank Transfer,3.49,5186.289999999999
ORD000109,CUST00063,Case,-1,1195.82,2026-04-24 15:03:23.515276,Processing,UK,cust109@example.com,Bitcoin,18.68,7193.6
ORD000327,CUST00135,USB Cable,8,1306.78,2026-02-16 15:03:23.515428,Cancelled,Germany,cust327@example.com,Bank Transfer,2.14,10456.38
ORD000059,CUST00130,Laptop,1,1138.6,2026-03-30 15:03:23.515337,Shipped,USA,cust59@example.com,PayPal,16.26,1154.86
ORD000453,CUST00103,Laptop,6,1087.89,2026-03-15 15:03:23.515370,Shipped,Netherlands,cust453@example.com,Bank Transfer,20.12,6547.46
ORD000224,CUST00130,Monitor,4,201.69,2026-03-22 15:03:23.515355,Processing,France,cust224@example.com,Credit Card,3.88,810.64
ORD000112,CUST00136,Keyboard,1,192.15,2026-04-23 15:03:23.515278,Cancelled,UK,cust112@example.com,Bitcoin,19.28,211.43
ORD000475,CUST00092,Headphones,8,1491.24,2026-04-30 15:03:23.515261,Pending,UK,cust475@example.com,Credit Card,41.64,11971.56
ORD000427,CUST00032,Headphones,4,937.67,2026-03-20 15:03:23.515359,Pending,USA,cust427@example.com,PayPal,45.15,3795.83
ORD000328,CUST00195,Headphones,9,1174.67,2026-04-12 15:03:23.515302,Shipped,USA,cust328@example.com,Credit Card,22.32,10594.35
ORD000452,CUST00005,USB Cable,5,160.64,2026-04-24 15:03:23.515276,Cancelled,France,cust452@example.com,Bitcoin,20.74,823.9399999999999
ORD000222,CUST00147,Laptop,3,949.18,2026-02-21 15:03:23.515417,Shipped,USA,cust222@example.com,Bitcoin,15.93,2863.47
ORD000467,CUST00124,Keyboard,6,354.4,2026-02-09 15:03:23.515445,Pending,France,cust467@example.com,Credit Card,23.46,2149.8599999999997
ORD000184,CUST00190,Screen,3,508.66,2026-04-13 15:03:23.515300,Pending,Netherlands,cust184@example.com,PayPal,39.25,1565.23
ORD000054,CUST00060,Mouse,6,1307.95,2026-04-19 15:03:23.515287,Cancelled,Germany,cust54@example.com,Credit Card,5.81,7853.510000000001
